id,title,imdbID,year,rtID,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore,US Gross,Worldwide Gross,US DVD Sales,Production Budget,MPAA Rating,Running Time (min),Distributor,Source,Major Genre,Creative Type,Director,IMDB Rating,IMDB Votes
6811,PCU,110759,1994,pcu,5.2,15,7,8,46,0,2,0,2,0,3.5,3192,73,4333569,4333569,,9000000.0,PG-13,,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,,6.0,6967.0
6815,30 Days of Night,389722,2007,30_days_of_night,5.5,150,73,77,48,5.1,28,13,15,46,3.3,146766,57,39568996,75066323,26908243.0,30000000.0,R,,Sony Pictures,Based on Comic/Graphic Novel,Horror,Fantasy,,6.6,52518.0
6847,There Goes My Baby,108320,1994,there_goes_my_baby,0,1,0,1,0,0,0,0,0,0,0,0,0,125169,125169,,10500000.0,R,,Orion Pictures,Original Screenplay,Comedy,Contemporary Fiction,,6.3,507.0
6848,Kingdom of the Spiders,76271,1977,kingdom_of_the_spiders,5.5,9,4,5,44,0,0,0,0,0,0,0,0,17000000,17000000,,500000.0,,,,,,,,5.7,1463.0
6862,Out of Time,313443,2003,time-to-pay,0,0,0,0,0,0,0,0,0,0,0,0,0,41083108,55489826,,50000000.0,PG-13,105.0,MGM,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Carl Franklin,4.9,151.0
6863,The School of Rock,332379,2003,school_of_rock,7.8,188,172,16,91,8.2,39,38,1,97,3.2,183700,63,81261177,131161177,,20000000.0,PG-13,108.0,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Richard Linklater,7.2,63188.0
6865,Lemony Snicket's A Series of Unfortunate Events,339291,2004,lemony_snicket,6.6,154,109,45,70,6.6,32,19,13,59,3.2,60437,61,118627117,201627117,,100000000.0,PG,108.0,Paramount Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Brad Silberling,6.9,51614.0
6867,The Station Agent,340377,2003,station_agent,8,149,142,7,95,8,33,33,0,100,3.9,7193,90,5801558,7773824,,500000.0,R,,Miramax,Original Screenplay,Drama,Contemporary Fiction,,7.8,22274.0
6870,Mystic River,327056,2003,mystic_river,7.8,193,168,25,87,8,40,38,2,95,3.7,30024,86,90135191,156835191,,30000000.0,R,137.0,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Clint Eastwood,8.0,119484.0
6871,Good Boy!,326900,2003,1126165-good_boy,5.3,84,37,47,44,5.6,26,15,11,57,3,2701,49,37667746,45312217,,17000000.0,PG,87.0,MGM,Based on Book/Short Story,Comedy,Kids Fiction,,5.0,1961.0
6873,Intolerable Cruelty,138524,2003,intolerable_cruelty,6.7,178,133,45,74,6.8,41,31,10,75,2.9,12106,43,35327628,121327628,,60000000.0,PG-13,100.0,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Joel Coen,6.4,36323.0
6881,Pieces of April,311648,2003,pieces_of_april,7.1,145,122,23,84,7.2,36,31,5,86,3.3,5487,68,2528664,3284124,,300000.0,PG-13,,MGM,Original Screenplay,Comedy,Contemporary Fiction,,7.2,12153.0
6882,The Return,433442,2006,return,3.9,55,8,47,14,3.9,15,2,13,13,2.9,26258,38,501752,2658490,,15000000.0,PG-13,,Kino International,,Drama,,,2.3,236.0
6884,Veronica Guerin,312549,2003,veronica_guerin,6,135,73,62,54,5.5,35,15,20,42,3.6,2866,72,1569918,9438074,,17000000.0,R,,Walt Disney Pictures,Based on Real Life Events,Drama,Dramatization,Joel Schumacher,6.8,8778.0
6885,In the Cut,199626,2003,in_the_cut,4.8,144,48,96,33,5,37,11,26,29,2.7,3073,36,4717455,23693646,,12000000.0,R,,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Jane Campion,5.2,11590.0
6886,Beyond Borders,294357,2003,beyond_borders,4.3,101,14,87,13,4.2,34,4,30,11,3.5,6426,75,4426297,11427090,,60000000.0,R,,Paramount Pictures,Original Screenplay,Drama,Historical Fiction,Martin Campbell,6.2,9575.0
6887,Radio,316465,2003,radio,5,115,41,74,35,4.9,32,8,24,25,3.6,23763,83,52333738,53293628,,35000000.0,PG,109.0,Sony Pictures,Based on Real Life Events,Drama,Dramatization,,6.9,12070.0
6888,Scary Movie 3,306047,2003,scary_movie_3,4.8,124,45,79,36,4.8,30,11,19,36,3,92592,68,110000082,155200000,,45000000.0,PG-13,84.0,Miramax/Dimension,Original Screenplay,Comedy,Contemporary Fiction,David Zucker,5.4,42829.0
6892,The Singing Detective,314676,2003,singing_detective,5.1,106,41,65,38,5,28,9,19,32,3,2164,42,336456,524747,,8000000.0,R,,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,,5.6,4441.0
6934,The Matrix Revolutions,242653,2003,matrix_revolutions,5.3,203,74,129,36,5,37,10,27,27,3.4,111917,70,139259759,424259759,,110000000.0,R,129.0,Warner Bros.,Original Screenplay,Action,Science Fiction,Andy Wachowski,6.5,123347.0
6936,Elf,319343,2003,elf,6.9,166,139,27,83,6.5,38,29,9,76,3.2,66072,73,173398518,220443451,,32000000.0,PG,95.0,New Line,Original Screenplay,Comedy,Kids Fiction,Jon Favreau,6.8,42123.0
6942,Love Actually,314331,2003,love_actually,6.4,187,118,69,63,6.3,42,25,17,59,3.1,191514,71,59472278,247967903,,45000000.0,R,135.0,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,,7.9,97921.0
6946,Looney Tunes: Back in Action,318155,2003,looney_tunes_back_in_action,6,130,73,57,56,5.9,32,20,12,62,2.7,8974,43,20950820,54540662,,80000000.0,PG,,Warner Bros.,Based on Short Film,Comedy,Kids Fiction,Joe Dante,6.0,8604.0
6947,Master and Commander: The Far Side of the World,311113,2003,master_and_commander_the_far_side_of_the_world,7.6,205,174,31,84,7.8,41,38,3,92,3.3,17643,75,93926386,209486484,,135000000.0,PG-13,138.0,20th Century Fox,Based on Book/Short Story,Adventure,Historical Fiction,Peter Weir,7.5,63632.0
6951,The Cat in the Hat,312528,2003,cat_in_the_hat,3.2,148,16,132,10,3.4,37,5,32,13,2.5,15383,41,101018283,133818283,,109000000.0,PG,82.0,Universal,Based on Book/Short Story,Comedy,Fantasy,,3.4,15318.0
6953,21 Grams,315733,2003,21_grams,7.5,175,142,33,81,8.1,36,32,4,88,3.6,38037,83,16248701,60448701,,20000000.0,R,,Focus Features,Original Screenplay,Drama,Contemporary Fiction,Alejandro Gonzalez Inarritu,7.9,77910.0
6954,Les invasions barbares,338135,2003,barbarian_invasions,7.2,125,103,22,82,7.3,35,29,6,82,3.9,4434,88,8460000,8460000,,5000000.0,R,,Miramax,Original Screenplay,Drama,Contemporary Fiction,,7.8,14322.0
6955,Blindness,861689,2008,1188215-blindness,5.2,150,63,87,42,5,30,8,22,26,3.1,17761,49,3073392,14542658,,25000000.0,R,,Miramax,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Fernando Meirelles,6.6,25508.0
6957,Bad Santa,307987,2003,bad_santa,6.7,187,144,43,77,6.9,40,32,8,80,3.2,17921,73,60060328,60063017,,18000000.0,R,91.0,Miramax/Dimension,Original Screenplay,Comedy,Contemporary Fiction,Terry Zwigoff,7.3,45022.0
6959,Timeline,300556,2003,timeline,3.7,135,15,120,11,3.8,33,5,28,15,2.9,8959,52,19480739,26703184,,80000000.0,PG-13,,Paramount Pictures,Based on Book/Short Story,Adventure,Science Fiction,Richard Donner,5.3,19318.0
7000,Hudson Hawk,102070,1991,hudson_hawk,3.6,30,6,24,20,0,4,1,3,25,2.9,6827,54,17218916,17218916,,65000000.0,,,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Michael Lehmann,5.3,21920.0
7004,Kindergarten Cop,99938,1990,kindergarten_cop,5.1,32,16,16,50,5.7,6,3,3,50,3,22205,53,91457688,202000000,,26000000.0,,,Universal,Original Screenplay,Comedy,Contemporary Fiction,Ivan Reitman,5.8,40433.0
7011,The Matador,1186238,2008,10009680-matador,6.7,14,11,3,78,6.7,5,4,1,80,3.4,113,56,12578537,17290120,5309636.0,10000000.0,R,74.0,Weinstein Co.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,6.9,25035.0
7014,Nowhere to Run,107711,1993,1042212-nowhere_to_run,3.9,19,5,14,26,3,6,0,6,0,2.7,2820,39,22189039,52189039,,15000000.0,,,Sony/Columbia,Original Screenplay,Action,Contemporary Fiction,,5.0,6746.0
7020,Proof,377107,2005,proof,6.4,138,87,51,63,6.4,34,20,14,58,3.2,15629,57,7535331,8284331,9239421.0,20000000.0,PG-13,,Miramax,Based on Play,Drama,Contemporary Fiction,John Madden,6.9,18622.0
7027,Silverado,90022,1985,silverado,6.8,29,22,7,75,5.8,5,3,2,60,3.5,5005,75,33200000,33200000,,26000000.0,,,Sony/Columbia,Original Screenplay,Western,Historical Fiction,Lawrence Kasdan,7.0,14243.0
7030,Radio Flyer,105211,1992,radio_flyer,4.7,28,12,16,42,4.4,7,2,5,28,3.4,2859,73,4651977,4651977,,35000000.0,,,Sony Pictures,Original Screenplay,Drama,Historical Fiction,Richard Donner,6.5,6210.0
7065,The Birth of a Nation,4972,1915,birth_of_a_nation,8,31,31,0,100,0,4,4,0,100,3.3,1249,58,10000000,11000000,,110000.0,,,,Based on Book/Short Story,Drama,,,7.1,8901.0
7070,Red River,40724,1948,red_river,8.6,18,18,0,100,0,3,3,0,100,0,0,0,9012000,9012000,,3000000.0,,,,,,,Howard Hawks,7.8,10629.0
7080,42nd Street,24034,1933,42nd_street,7.8,20,19,1,95,0,2,1,1,50,3.5,1572,71,2300000,2300000,,439000.0,,,Warner Bros.,Based on Book/Short Story,Musical,,,7.7,4263.0
7093,The Front Page,71524,1974,1037105-front_page,5.8,24,16,8,66,0,1,1,0,100,3.6,905,73,15000000,15000000,,4000000.0,,,Universal,Based on Play,Comedy,Contemporary Fiction,Billy Wilder,7.2,3875.0
7104,1941,78723,1979,1941,5.2,21,7,14,33,0,1,0,1,0,3,5333,48,34175000,94875000,,32000000.0,,,Universal,Original Screenplay,Comedy,Historical Fiction,Steven Spielberg,5.6,13364.0
7137,The Cooler,318374,2003,cooler,6.7,168,129,39,76,7.2,36,32,4,88,3.3,3858,68,8291572,10464788,,4000000.0,R,,Lionsgate,Original Screenplay,Drama,Contemporary Fiction,,7.0,19072.0
7142,Honey,322589,2003,honey,4.1,111,22,89,19,4.1,30,5,25,16,3.4,89773,76,30272254,62192232,,18000000.0,PG-13,94.0,Universal,Original Screenplay,Drama,Contemporary Fiction,Bille Woodruff,4.6,13026.0
7143,The Last Samurai,325710,2003,last_samurai,6.4,213,138,75,64,5.9,41,23,18,56,3.7,87574,82,111110575,456810575,,120000000.0,R,154.0,Warner Bros.,Original Screenplay,Action,Historical Fiction,Edward Zwick,7.8,106002.0
7147,Big Fish,319061,2003,1127787-big_fish,7.2,211,161,50,76,6.4,41,25,16,60,3.7,112139,86,66432867,123432867,,70000000.0,PG-13,125.0,Sony Pictures,Based on Book/Short Story,Drama,Fantasy,Tim Burton,8.1,141099.0
7149,Something's Gotta Give,337741,2003,somethings_gotta_give,6.5,163,115,48,70,6.8,39,29,10,74,3.2,24174,68,124685242,266685242,,80000000.0,PG-13,128.0,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Nancy Meyers,6.8,36303.0
7150,Stuck on You,338466,2003,stuck_2003,0,0,0,0,0,0,0,0,0,0,0,0,0,33832741,63537164,,55000000.0,PG-13,118.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Bobby Farrelly,5.9,23196.0
7151,Girl with a Pearl Earring,335119,2003,girl_with_a_pearl_earring,6.8,172,123,49,71,6.7,39,30,9,76,3.4,16783,67,11634362,22106210,,12000000.0,PG-13,,Lionsgate,Based on Book/Short Story,Drama,Historical Fiction,Peter Webber,7.1,23493.0
7152,The Statement,340376,2003,statement,4.7,106,25,81,23,4.5,32,6,26,18,3,654,38,765637,1545064,,27000000.0,R,,Sony Pictures,,Thriller/Suspense,,Norman Jewison,6.0,2735.0
7158,House of Sand and Fog,315983,2003,house_of_sand_and_fog,7.1,168,126,42,75,7.9,33,29,4,87,3.6,8761,81,13005485,16157923,,16500000.0,R,,Dreamworks SKG,Based on Book/Short Story,Drama,Contemporary Fiction,,7.8,29777.0
7160,Monster,340855,2003,1128647-monster,7.2,182,149,33,81,7.4,37,33,4,89,3.5,17719,78,34469210,58003694,,5000000.0,R,109.0,Newmarket Films,Based on Real Life Events,Drama,Dramatization,,7.4,39908.0
7161,Cheaper by the Dozen,349205,2003,cheaper_by_the_dozen,4.6,111,26,85,23,4.9,31,10,21,32,3.1,62198,65,138614544,189714544,,40000000.0,PG,98.0,20th Century Fox,Remake,Comedy,Contemporary Fiction,Shawn Levy,5.6,24283.0
7162,Cold Mountain,159365,2003,cold_mountain,6.7,221,156,65,70,7.5,42,38,4,90,3.3,26002,74,95632614,161632614,,80000000.0,R,152.0,Miramax,Based on Book/Short Story,Drama,Historical Fiction,Anthony Minghella,7.3,51083.0
7163,Paycheck,338337,2003,paycheck,4.7,151,42,109,27,4.5,31,4,27,12,2.9,19654,52,53789313,89350576,,60000000.0,PG-13,119.0,Paramount Pictures,Based on Book/Short Story,Thriller/Suspense,Science Fiction,John Woo,6.1,35660.0
7165,The Company,335013,2003,1128345-company,6.6,124,86,38,69,6.6,31,20,11,64,3,1840,43,2281585,3396508,,15000000.0,PG-13,,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,Robert Altman,6.2,3649.0
7169,Chasing Liberty,360139,2004,italians-in-america-our-contribution,0,0,0,0,0,0,0,0,0,0,0,0,0,12189514,12291975,,23000000.0,PG-13,,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,,5.8,7855.0
7170,My Baby's Daddy,332712,2004,my_babys_daddy,2.8,51,2,49,3,3.1,17,1,16,5,3.1,1999,57,17321573,17322212,,12000000.0,PG-13,,Miramax,Original Screenplay,Comedy,Contemporary Fiction,,4.0,2010.0
7173,Along Came Polly,343135,2004,along_came_polly,4.8,152,39,113,25,4.7,36,8,28,22,3.1,42224,54,88073507,170360435,,42000000.0,PG-13,90.0,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,,5.8,38276.0
7175,Torque,329691,2004,1129132-torque,4.2,111,25,86,22,4.3,30,6,24,20,2.9,17598,55,21176322,46176322,,40000000.0,PG-13,,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,,3.5,12986.0
7177,Osama,368913,2003,osama,7.8,101,97,4,96,8,35,34,1,97,3.9,1868,86,1127331,1971479,,500000.0,PG-13,,MGM,Original Screenplay,Drama,Contemporary Fiction,,7.4,4737.0
7255,Win a Date with Tad Hamilton!,335559,2004,win_a_date_with_tad_hamilton,5.6,142,74,68,52,5.2,35,14,21,40,2.9,10675,48,16980098,16980098,,24000000.0,PG-13,,Dreamworks SKG,Original Screenplay,Romantic Comedy,Contemporary Fiction,Robert Luketic,5.7,10366.0
7257,The Big Bounce,315824,2004,big_bounce,4,132,21,111,15,3.8,35,4,31,11,2.5,3228,26,6471394,6626115,,50000000.0,PG-13,,Warner Bros.,Based on Book/Short Story,Comedy,Contemporary Fiction,,4.8,9195.0
7259,You Got Served,365957,2004,omarion-invitation-only,0,0,0,0,0,0,0,0,0,0,0,0,0,40066497,48066497,,8000000.0,PG-13,95.0,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,,2.6,17830.0
7260,Latter Days,345551,2003,latter_days,5.4,46,20,26,43,5.4,16,7,9,43,4,3579,82,833118,833118,,850000.0,R,,TLA Releasing,,Drama,Contemporary Fiction,,7.4,7157.0
7262,Catch That Kid,337917,2004,catch_that_kid,3.8,84,9,75,10,3.7,27,2,25,7,3.1,5038,56,16703799,16930762,,18000000.0,PG,,20th Century Fox,Remake,Adventure,Contemporary Fiction,,4.7,3038.0
7285,Ocean's Thirteen,496806,2007,oceans_thirteen,6.4,195,136,59,69,6,43,25,18,58,3.6,846364,74,117144465,311744465,48258805.0,85000000.0,PG-13,122.0,Warner Bros.,Remake,Adventure,Contemporary Fiction,Steven Soderbergh,6.9,76884.0
7293,50 First Dates,343660,2004,50_first_dates,5.4,172,76,96,44,5.3,38,18,20,47,3.4,217959,68,120776832,196376832,,75000000.0,PG-13,99.0,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Peter Segal,6.8,64701.0
7294,Welcome to Mooseport,361925,2004,welcome_to_mooseport,4.2,144,19,125,13,4.3,38,6,32,15,2.5,2414,24,14469428,14469428,,26000000.0,PG-13,,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Donald Petrie,5.2,6907.0
7315,Against the Ropes,312329,2004,against_the_ropes,4.2,131,16,115,12,4.3,34,6,28,17,2.8,1809,35,5881504,6429865,,39000000.0,PG-13,,Paramount Pictures,Based on Real Life Events,Drama,Dramatization,Charles S. Dutton,5.2,3547.0
7316,Confessions of a Teenage Drama Queen,361467,2004,confessions_of_a_teenage_drama_queen,3.8,88,11,77,12,3.8,25,3,22,12,2.7,33054,48,29331068,33051296,,15000000.0,PG,89.0,Walt Disney Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,,4.3,9976.0
7317,EuroTrip,356150,2004,the-trip-2005,0,0,0,0,0,0,0,0,0,0,0,0,0,17718223,20718223,,25000000.0,R,,Dreamworks SKG,Original Screenplay,Comedy,Contemporary Fiction,,6.5,52548.0
7318,The Passion of the Christ,335345,2004,passion_of_the_christ,5.8,262,130,132,49,4.9,47,17,30,36,3.7,51559,84,370782930,611899420,618454.0,25000000.0,R,127.0,Newmarket Films,Based on Book/Short Story,Drama,Dramatization,Mel Gibson,7.1,87326.0
7324,Hidalgo,317648,2004,hidalgo,5.6,157,73,84,46,5.5,36,16,20,44,3.2,13730,70,67286731,107336658,,78000000.0,PG-13,136.0,Walt Disney Pictures,Original Screenplay,Western,Historical Fiction,Joe Johnston,6.6,23604.0
7325,Starsky & Hutch,335438,2004,starsky_and_hutch,6,188,120,68,63,6,41,28,13,68,3,28412,54,88200225,170200225,,60000000.0,PG-13,101.0,Warner Bros.,Based on TV,Comedy,Historical Fiction,Todd Phillips,6.2,48935.0
7345,Agent Cody Banks 2: Destination London,358349,2004,agent_cody_banks_2_destination_london,3.4,91,11,80,12,3.9,24,4,20,16,2.5,13037,41,23514247,28703083,,26000000.0,PG,100.0,MGM,Original Screenplay,Comedy,Kids Fiction,,4.1,4063.0
7346,The Girl Next Door,265208,2004,1130343-girl_next_door,5.6,156,87,69,55,5,32,17,15,53,3.3,39311,71,14589444,18589444,,25000000.0,R,,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Luke Greenfield,7.0,5614.0
7347,Secret Window,363988,2004,secret_window,5.5,158,73,85,46,5.5,37,18,19,48,3.3,56932,69,47958031,92958031,,40000000.0,PG-13,96.0,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Fantasy,David Koepp,6.5,53868.0
7361,Eternal Sunshine of the Spotless Mind,338013,2004,eternal_sunshine_of_the_spotless_mind,8.3,216,200,16,92,7.9,42,38,4,90,4,177263,93,34366518,47066518,,20000000.0,R,108.0,Focus Features,Based on Book/Short Story,Comedy,Fantasy,Michel Gondry,8.5,219986.0
7366,Jersey Girl,300051,2004,jersey_girl,5.3,169,69,100,40,4.7,38,12,26,31,2.9,16772,52,25266129,37066129,,35000000.0,PG-13,102.0,Miramax,Original Screenplay,Comedy,Contemporary Fiction,Kevin Smith,6.2,27370.0
7373,Hellboy,167190,2004,hellboy,6.8,195,157,38,80,6.8,38,33,5,86,3.2,65444,63,59623958,99823958,,60000000.0,PG-13,122.0,Sony Pictures,Based on Comic/Graphic Novel,Action,Super Hero,Guillermo Del Toro,6.8,67763.0
7374,Home on the Range,299172,2004,home_on_the_range,5.7,120,65,55,54,5.3,30,11,19,36,2.8,4447,44,50026353,76482461,,110000000.0,PG,94.0,Walt Disney Pictures,Original Screenplay,Comedy,Kids Fiction,,5.4,4772.0
7375,The Prince & Me,337697,2004,prince_and_me,4.8,118,33,85,27,4.5,32,7,25,21,3.1,29626,67,28165882,29356757,,30000000.0,PG,111.0,Paramount Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Martha Coolidge,5.6,9547.0
7376,Walking Tall,351977,2004,walking_tall,4.4,130,32,98,24,4.6,34,7,27,20,3.2,20192,71,46213824,47313824,,56000000.0,PG-13,87.0,MGM,Remake,Action,Contemporary Fiction,Kevin Bray,6.0,20517.0
7380,Ella Enchanted,327679,2004,ella_enchanted,5.6,113,56,57,49,5.7,30,14,16,46,3.1,50156,62,22913677,22913677,,35000000.0,PG,96.0,Miramax,Based on Book/Short Story,Comedy,Fantasy,,6.3,12020.0
7383,Shade,323939,2003,shade,5.8,15,10,5,66,0,3,2,1,66,3.3,1382,60,22183,22183,,6800000.0,R,,,,,,,6.3,950.0
7404,Miracle at St. Anna,1046997,2008,miracle_at_st_anna,5.2,113,38,75,33,4.8,32,8,24,25,3.3,8435,56,7916887,9110458,9178061.0,45000000.0,R,,Walt Disney Pictures,Based on Book/Short Story,Drama,Historical Fiction,Spike Lee,5.9,8559.0
7411,Harold & Kumar Go to White Castle,366551,2004,harold_and_kumar_go_to_white_castle,6.5,144,106,38,73,6.7,30,22,8,73,3.5,61100,79,18225165,18225165,,9000000.0,R,,New Line,Original Screenplay,Comedy,Contemporary Fiction,,7.2,56030.0
7444,13 Going on 30,337563,2004,13_going_on_30,6.2,161,104,57,64,6.6,35,26,9,74,3.3,96034,70,57139723,96439723,,30000000.0,PG-13,98.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Gary Winick,6.1,32634.0
7448,Envy,326856,2004,1131155-envy,3.1,114,8,106,7,2.9,33,0,33,0,2.5,7245,33,13548322,14566246,,20000000.0,PG-13,,Dreamworks SKG,Original Screenplay,Comedy,Contemporary Fiction,Barry Levinson,4.6,15655.0
7449,Godsend,335121,2004,godsend,3.4,135,6,129,4,3.3,35,1,34,2,2.5,5199,29,14334645,16910708,,30000000.0,PG-13,,Lionsgate,Original Screenplay,Thriller/Suspense,Science Fiction,,4.7,13866.0
7450,Laws of Attraction,323033,2004,laws_of_attraction,4.5,143,26,117,18,4.4,39,7,32,17,2.9,5210,49,17848322,29948322,,32000000.0,PG-13,,New Line,Original Screenplay,Romantic Comedy,Contemporary Fiction,,5.7,9266.0
7451,Mean Girls,377092,2004,mean_girls,6.9,170,141,29,82,6.6,40,31,9,77,3,245101,66,86047227,128947227,,18000000.0,PG-13,97.0,Paramount Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,Mark Waters,7.0,63607.0
7452,The Wrestler,1125849,2008,the_wrestler,8.3,207,202,5,97,8.2,37,36,1,97,3.9,57550,86,26236603,43236603,11912450.0,6000000.0,R,109.0,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Darren Aronofsky,8.2,93301.0
7453,New York Minute,363282,2004,new_york_minute,3.5,115,13,102,11,3.7,31,4,27,12,3,18023,57,14018364,21215882,,40000000.0,PG,,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Dennie Gordon,,
7455,The Mudge Boy,339419,2003,mudge_boy,6.4,26,20,6,76,6.4,13,10,3,76,3.7,728,73,62544,62544,,800000.0,R,,Strand,Original Screenplay,Drama,Historical Fiction,,7.1,1576.0
7457,Breakin' All the Rules,349169,2004,breakin_all_the_rules,4.8,86,28,58,32,5,28,11,17,39,3.3,2699,64,12232382,12512317,,9000000.0,PG-13,,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,,5.3,2643.0
7458,Troy,332452,2004,troy,6,216,118,98,54,6.2,43,28,15,65,3.5,148904,74,133298577,497398577,,150000000.0,R,163.0,Warner Bros.,Based on Book/Short Story,Action,Historical Fiction,Wolfgang Petersen,7.0,129575.0
7569,You Only Live Twice,62512,1967,you_only_live_twice,6.1,33,23,10,69,4.8,6,1,5,16,3.4,11073,70,43100000,111600000,,9500000.0,,,MGM,Based on Book/Short Story,Action,,,7.0,24701.0
7570,Octopussy,86034,1983,octopussy,5.3,32,15,17,46,4.7,5,2,3,40,3.1,10228,55,67900000,187500000,,27500000.0,,,MGM,Based on Book/Short Story,Action,Contemporary Fiction,John Glen,6.6,23167.0
7616,Body Double,86984,1984,body_double,6.6,25,21,4,84,0,1,1,0,100,3.2,1914,61,8801940,8801940,,10000000.0,,,Sony/Columbia,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Brian De Palma,6.4,9738.0
7636,Raising Cain,105217,1992,raising_cain,4.4,19,10,9,52,0,1,1,0,100,2.9,1825,40,21171695,21171695,,11000000.0,,,Universal,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Brian De Palma,5.7,5135.0
7725,On Deadly Ground,110725,1994,on_deadly_ground,2.3,23,0,23,0,2.4,5,0,5,0,2.5,3925,45,38590458,38590458,,50000000.0,R,,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Steven Seagal,3.8,9579.0
7787,Rambo,462499,2008,john_rambo,4.8,138,50,88,36,4,26,6,20,23,3.4,107524,70,42754105,116754105,38751777.0,47500000.0,R,,Lionsgate,Based on Book/Short Story,Action,Contemporary Fiction,Sylvester Stallone,7.3,82600.0
7814,Waterloo,66549,1970,waterloo,0,2,2,0,100,0,0,0,0,0,0,0,0,Unknown,Unknown,,25000000.0,,,,,,,,,
7818,School for Scoundrels,462519,2006,school_for_scoundrels,4.6,137,35,102,25,4.5,32,8,24,25,3.2,39981,57,17807569,17807569,13739501.0,20000000.0,PG-13,101.0,MGM,Remake,Comedy,Contemporary Fiction,Todd Phillips,6.0,15536.0
7897,The Ballad of Cable Hogue,65446,1970,ballad_of_cable_hogue,7,13,12,1,92,0,3,3,0,100,3.6,929,75,3500000,5000000,,3716946.0,,,Warner Bros.,Original Screenplay,Western,Historical Fiction,Sam Peckinpah,7.3,3125.0
7980,A Bridge Too Far,75784,1977,bridge_too_far,6.6,12,8,4,66,0,0,0,0,0,0,0,0,50800000,50800000,,26000000.0,,,MGM,Based on Book/Short Story,Action,,Sir Richard Attenborough,7.3,16882.0
7991,Death Race,452608,2008,death_race,4.8,145,60,85,41,5.2,23,10,13,43,3.5,50505,69,36316032,72516819,24667330.0,65000000.0,R,105.0,Universal,Remake,Action,Science Fiction,Paul Anderson,6.6,40611.0
8056,Harper,60490,1966,harper,7.1,16,16,0,100,0,3,3,0,100,3.6,474,69,12000000,12000000,,3500000.0,,,,,,,,7.0,2395.0
8131,The Pursuit of Happyness,454921,2006,pursuit_of_happyness,6.4,166,110,56,66,6.1,38,25,13,65,4.1,211913,88,162586036,306086036,90857430.0,55000000.0,PG-13,116.0,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Gabriele Muccino,7.8,77939.0
8275,College,844671,2008,1191620-college,2.5,40,2,38,5,2.8,12,1,11,8,2.8,10667,35,4694491,5629618,,6000000.0,R,94.0,MGM,Original Screenplay,Comedy,Contemporary Fiction,,4.3,6496.0
8341,Oliver Twist,380599,2005,charles-dickens-the-man-who-asked-for-more,0,0,0,0,0,0,0,0,0,0,0,0,0,2070920,26670920,,65000000.0,PG-13,,Sony/TriStar,Based on Book/Short Story,Drama,Historical Fiction,Roman Polanski,7.0,10748.0
8360,Shrek 2,298148,2004,shrek_2,7.6,210,186,24,88,7.3,40,35,5,87,3.5,228151,69,441226247,919838758,,70000000.0,PG,92.0,Dreamworks SKG,Based on Book/Short Story,Adventure,Kids Fiction,Andrew Adamson,7.5,95658.0
